 Year,Month,Producer Type,Fuel (D Code),FuelCategory,RINs,Volume
2014,5,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","2,193,478","2,193,478"
2014,5,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,078,392","2,078,392"
2014,5,Domestic,D5,Naphtha (EV 1.5),"1,406,030","937,353"
2014,5,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"1,294,829","761,660"
2014,5,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,199,854,519","1,199,854,519"
2014,5,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"17,020,152","10,011,854"
2014,5,Importer,D6,Biodiesel (EV 1.5),"4,404,191","2,936,127"
2014,5,Domestic,D6,Biodiesel (EV 1.5),"778,714","519,127"
2014,6,Domestic,D4,Biodiesel (EV 1.5),"169,878,027","113,250,338"
2014,6,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"34,450,224","20,264,838"
2014,6,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"24,020,817","14,129,892"
2014,6,Importer,D4,Biodiesel (EV 1.5),"8,308,084","5,538,706"
2014,6,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"1,167,579","729,739"
2014,6,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"42,584","28,389"
2014,6,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"10,573,426","10,573,426"
2014,6,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","2,514,332","2,514,332"
2014,6,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,181,942","2,181,942"
2014,6,Domestic,D5,Naphtha (EV 1.5),"1,393,164","928,776"
2014,6,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"1,320,737","776,903"
2014,6,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,190,780,942","1,190,780,942"
2014,6,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"20,075,321","11,809,012"
2014,6,Importer,D6,Biodiesel (EV 1.5),"6,801,342","4,534,228"
2014,6,Domestic,D6,Biodiesel (EV 1.5),"635,093","423,385"
2014,7,Domestic,D3,Cellulosic Ethanol (EV 1.0),"4,156","4,156"
2014,7,Domestic,D4,Biodiesel (EV 1.5),"192,029,810","128,017,921"
2014,7,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"42,865,557","25,215,033"
2014,7,Importer,D4,Biodiesel (EV 1.5),"25,232,023","16,821,335"
2014,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"20,841,867","12,259,921"
2014,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"551,546","344,722"
2014,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"12,969","8,646"
2014,7,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"4,972,076","4,972,076"
2014,7,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","4,340,962","4,340,962"
2014,7,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"2,353,270","1,384,274"
2014,7,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,273,944","2,273,944"
2014,7,Domestic,D5,Naphtha (EV 1.5),"1,597,460","1,064,973"
2014,7,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,238,378,540","1,238,378,540"
2014,7,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"22,692,446","13,348,497"
2014,7,Importer,D6,Biodiesel (EV 1.5),"11,799,856","7,866,570"
2014,7,Domestic,D6,Biodiesel (EV 1.5),"339,213","226,113"
2014,7,Importer,D7,Cellulosic Heating Oil (EV application required),"1,248","1,248"
2014,8,Domestic,D3,Renewable Liquefied Natural Gas,"1,848,485","1,848,485"
2014,8,Domestic,D3,Renewable Compressed Natural Gas,"1,643,621","1,643,621"
2014,8,Domestic,D4,Biodiesel (EV 1.5),"191,068,951","127,377,367"
2014,8,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"14,322,012","8,424,713"
2014,8,Importer,D4,Biodiesel (EV 1.5),"11,722,510","7,814,992"
2014,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"1,836,452","1,080,266"
2014,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"758,792","474,247"
2014,8,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,143,347","2,143,347"
2014,8,Domestic,D5,"Biogas (77,000 Btu LHV/1 gallon)","1,533,275","1,533,275"
2014,8,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"830,625","488,601"
2014,8,Domestic,D5,Naphtha (EV 1.5),"175,407","116,938"
2014,8,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,180,098,156","1,180,098,156"
2014,8,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"34,072,937","20,042,904"
2014,8,Importer,D6,Biodiesel (EV 1.5),"9,021,865","6,014,576"
2014,8,Domestic,D6,Biodiesel (EV 1.5),"110,155","73,435"
2014,8,Importer,D7,Cellulosic Heating Oil (EV application required),"5,532","5,532"
2014,9,Domestic,D3,Renewable Liquefied Natural Gas,"4,078,691","4,078,691"
2014,9,Domestic,D3,Renewable Compressed Natural Gas,"3,474,010","3,474,010"
2014,9,Domestic,D3,Cellulosic Ethanol (EV 1.0),"2,731","2,731"
2014,9,Domestic,D4,Biodiesel (EV 1.5),"186,805,724","124,535,190"
2014,9,Importer,D4,Biodiesel (EV 1.5),"18,609,923","12,406,590"
2014,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"8,392,688","4,936,875"
2014,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"590,118","368,827"
2014,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"26,577","17,718"
2014,9,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,177,573","2,177,573"
2014,9,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"1,064,210","626,006"
2014,9,Domestic,D5,Naphtha (EV 1.5),"1,051,551","701,034"
2014,9,Domestic,D5,Renewable Compressed Natural Gas,"2,367","2,367"
2014,9,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,158,207,576","1,158,207,576"
2014,9,Importer,D6,Biodiesel (EV 1.5),"13,940,451","9,293,633"
2014,9,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"302,200","302,200"
2014,9,Importer,D7,Cellulosic Heating Oil (EV application required),"17,073","17,073"
2014,10,Domestic,D3,Renewable Liquefied Natural Gas,"3,869,127","3,869,127"
2014,10,Domestic,D3,Renewable Compressed Natural Gas,"2,748,001","2,748,001"
2014,10,Domestic,D3,Cellulosic Ethanol (EV 1.0),"430,634","430,634"
2014,10,Domestic,D4,Biodiesel (EV 1.5),"181,997,132","121,329,751"
2014,10,Importer,D4,Biodiesel (EV 1.5),"22,877,792","15,251,830"
2014,10,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"22,838,577","13,434,456"
2014,10,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"658,842","411,779"
2014,10,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"592,513","348,537"
2014,10,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"49,566","33,044"
2014,10,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,402,920","2,402,920"
2014,10,Domestic,D5,Naphtha (EV 1.5),"2,384,292","1,589,528"
2014,10,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"1,432,327","842,544"
2014,10,Domestic,D5,Renewable Heating Oil (EV 1.6),"16,162","10,101"
2014,10,Domestic,D5,Renewable Compressed Natural Gas,"3,351","3,351"
2014,10,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,161,214,044","1,161,214,044"
2014,10,Importer,D6,Biodiesel (EV 1.5),"9,938,717","6,625,811"
2014,10,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"797,643","469,202"
2014,10,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"334,809","334,809"
2014,10,Domestic,D6,Biodiesel (EV 1.5),"12,568","8,378"
2014,10,Importer,D7,Cellulosic Heating Oil (EV application required),"24,030","24,030"
2014,11,Domestic,D3,Renewable Liquefied Natural Gas,"3,278,166","3,278,166"
2014,11,Domestic,D3,Renewable Compressed Natural Gas,"2,873,839","2,873,839"
2014,11,Domestic,D3,Cellulosic Ethanol (EV 1.0),"173,075","173,075"
2014,11,Domestic,D4,Biodiesel (EV 1.5),"145,999,885","97,332,075"
2014,11,Importer,D4,Biodiesel (EV 1.5),"38,943,996","25,962,646"
2014,11,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"26,439,839","15,552,834"
2014,11,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"15,848,100","9,322,412"
2014,11,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"584,820","365,512"
2014,11,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"37,575","25,050"
2014,11,Domestic,D5,Naphtha (EV 1.5),"2,012,858","1,341,905"
2014,11,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,695,561","1,695,561"
2014,11,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"882,991","519,406"
2014,11,Domestic,D5,Renewable Heating Oil (EV 1.6),"38,949","24,343"
2014,11,Domestic,D5,Renewable Compressed Natural Gas,604,604
2014,11,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,126,806,003","1,126,806,003"
2014,11,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"32,767,677","19,275,105"
2014,11,Importer,D6,Biodiesel (EV 1.5),"9,077,996","6,051,997"
2014,11,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"298,873","298,873"
2014,11,Domestic,D6,Biodiesel (EV 1.5),"17,670","11,780"
2014,12,Domestic,D3,Renewable Compressed Natural Gas,"4,468,597","4,468,597"
2014,12,Domestic,D3,Renewable Liquefied Natural Gas,"4,305,346","4,305,346"
2014,12,Domestic,D3,Cellulosic Ethanol (EV 1.0),"89,327","89,327"
2014,12,Domestic,D4,Biodiesel (EV 1.5),"245,244,185","163,494,776"
2014,12,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"36,866,560","21,686,185"
2014,12,Importer,D4,Biodiesel (EV 1.5),"24,540,844","16,360,522"
2014,12,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"19,767,862","11,628,154"
2014,12,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"516,566","322,854"
2014,12,Domestic,D4,Non-ester Renewable Diesel (EV 1.5),"47,152","31,434"
2014,12,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"6,750,019","6,750,019"
2014,12,Domestic,D5,Naphtha (EV 1.5),"2,597,379","1,731,585"
2014,12,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,272,503","2,272,503"
2014,12,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"1,344,089","790,638"
2014,12,Domestic,D5,Renewable Heating Oil (EV 1.6),"58,773","36,733"
2014,12,Domestic,D5,Renewable Compressed Natural Gas,22,22
2014,12,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,272,005,545","1,272,005,545"
2014,12,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"26,735,579","15,726,811"
2014,12,Importer,D6,Biodiesel (EV 1.5),"12,668,226","8,445,482"
2014,12,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"251,548","251,548"
2014,12,Domestic,D6,Biodiesel (EV 1.5),"2,864","1,909"
2015,1,Domestic,D3,Renewable Liquefied Natural Gas,"2,564,904","2,564,904"
2015,1,Domestic,D3,Renewable Compressed Natural Gas,"1,429,312","1,429,312"
2015,1,Domestic,D3,Cellulosic Ethanol (EV 1.0),"114,261","114,261"
2015,1,Domestic,D4,Biodiesel (EV 1.5),"83,820,702","55,879,853"
2015,1,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"28,942,328","17,024,881"
2015,1,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"16,829,167","9,899,510"
2015,1,Importer,D4,Biodiesel (EV 1.5),"12,939,678","8,626,445"
2015,1,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"501,996","313,748"
2015,1,Domestic,D5,Naphtha (EV 1.5),"2,600,076","1,733,383"
2015,1,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,406,832","2,406,832"
2015,1,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"282,285","166,050"
2015,1,Domestic,D5,Renewable Heating Oil (EV 1.6),"60,421","37,763"
2015,1,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,192,708,203","1,192,708,203"
2015,1,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"34,482,498","20,283,822"
2015,1,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"233,543","233,543"
2015,2,Domestic,D3,Renewable Liquefied Natural Gas,"4,177,740","4,177,740"
2015,2,Domestic,D3,Renewable Compressed Natural Gas,"3,687,481","3,687,481"
2015,2,Domestic,D3,Cellulosic Ethanol (EV 1.0),"85,097","85,097"
2015,2,Domestic,D4,Biodiesel (EV 1.5),"94,254,357","62,835,451"
2015,2,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"21,645,716","12,732,771"
2015,2,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"14,041,562","8,259,742"
2015,2,Importer,D4,Biodiesel (EV 1.5),"7,537,654","5,025,091"
2015,2,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"572,182","357,612"
2015,2,Domestic,D5,Naphtha (EV 1.5),"1,941,197","1,294,131"
2015,2,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,708,936","1,708,936"
2015,2,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"664,188","390,698"
2015,2,Domestic,D5,Renewable Heating Oil (EV 1.6),"88,161","55,101"
2015,2,Domestic,D5,Renewable Compressed Natural Gas,189,189
2015,2,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,077,497,118","1,077,497,118"
2015,2,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"29,484,473","17,343,807"
2015,2,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"290,228","290,228"
2015,2,Domestic,D6,Biodiesel (EV 1.5),"17,789","11,859"
2015,3,Domestic,D3,Renewable Compressed Natural Gas,"4,160,077","4,160,077"
2015,3,Domestic,D3,Renewable Liquefied Natural Gas,"3,556,464","3,556,464"
2015,3,Domestic,D3,Cellulosic Ethanol (EV 1.0),"86,879","86,879"
2015,3,Domestic,D4,Biodiesel (EV 1.5),"138,558,203","92,371,029"
2015,3,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"25,202,030","14,824,699"
2015,3,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"14,076,417","8,280,245"
2015,3,Importer,D4,Biodiesel (EV 1.5),"12,810,838","8,540,515"
2015,3,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"934,051","583,782"
2015,3,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,032,746","2,032,746"
2015,3,Domestic,D5,Naphtha (EV 1.5),"1,643,529","1,095,686"
2015,3,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"1,192,455","701,443"
2015,3,Domestic,D5,Renewable Heating Oil (EV 1.6),"67,398","42,124"
2015,3,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,200,977,243","1,200,977,243"
2015,3,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"30,233,567","17,784,451"
2015,3,Importer,D6,Biodiesel (EV 1.5),"7,350,035","4,900,022"
2015,3,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"243,216","243,216"
2015,4,Domestic,D3,Renewable Compressed Natural Gas,"4,191,579","4,191,579"
2015,4,Domestic,D3,Renewable Liquefied Natural Gas,"3,350,984","3,350,984"
2015,4,Domestic,D3,Cellulosic Ethanol (EV 1.0),"288,685","288,685"
2015,4,Domestic,D4,Biodiesel (EV 1.5),"159,741,399","106,492,710"
2015,4,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"24,739,723","14,552,778"
2015,4,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"18,298,288","10,763,699"
2015,4,Importer,D4,Biodiesel (EV 1.5),"18,106,955","12,071,285"
2015,4,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"994,890","621,806"
2015,4,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"10,702,691","10,702,691"
2015,4,Domestic,D5,Naphtha (EV 1.5),"1,821,514","1,214,342"
2015,4,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,820,525","1,820,525"
2015,4,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"948,725","558,072"
2015,4,Domestic,D5,Renewable Heating Oil (EV 1.6),"51,618","32,261"
2015,4,Domestic,D5,Renewable Compressed Natural Gas,68,68
2015,4,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,155,991,715","1,155,991,715"
2015,4,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"28,404,398","16,708,469"
2015,4,Importer,D6,Biodiesel (EV 1.5),"11,595,452","7,730,301"
2015,4,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"308,199","308,199"
2015,4,Domestic,D6,Biodiesel (EV 1.5),"17,072","11,381"
2015,5,Domestic,D3,Renewable Compressed Natural Gas,"5,878,244","5,878,244"
2015,5,Domestic,D3,Renewable Liquefied Natural Gas,"3,348,786","3,348,786"
2015,5,Domestic,D3,Cellulosic Ethanol (EV 1.0),"114,018","114,018"
2015,5,Domestic,D4,Biodiesel (EV 1.5),"182,297,711","121,530,326"
2015,5,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"31,725,875","18,662,279"
2015,5,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"25,198,204","14,822,472"
2015,5,Importer,D4,Biodiesel (EV 1.5),"21,629,983","14,419,954"
2015,5,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"924,193","577,621"
2015,5,Domestic,D5,Naphtha (EV 1.5),"2,214,592","1,476,394"
2015,5,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"1,951,230","1,951,230"
2015,5,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"579,818","341,069"
2015,5,Domestic,D5,Renewable Heating Oil (EV 1.6),"51,299","32,062"
2015,5,Domestic,D5,Renewable Compressed Natural Gas,"1,429","1,429"
2015,5,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,199,765,889","1,199,765,889"
2015,5,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"19,287,594","11,345,644"
2015,5,Importer,D6,Biodiesel (EV 1.5),"6,665,912","4,443,940"
2015,5,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"325,513","325,513"
2015,5,Importer,D7,Cellulosic Heating Oil (EV application required),"173,731","173,731"
2015,6,Domestic,D3,Renewable Compressed Natural Gas,"6,077,815","6,077,815"
2015,6,Domestic,D3,Renewable Liquefied Natural Gas,"2,808,818","2,808,818"
2015,6,Importer,D3,Renewable Compressed Natural Gas,"1,723,816","1,723,816"
2015,6,Importer,D3,Renewable Liquefied Natural Gas,"1,613,513","1,613,513"
2015,6,Domestic,D3,Cellulosic Ethanol (EV 1.0),"282,587","282,587"
2015,6,Domestic,D4,Biodiesel (EV 1.5),"196,381,872","130,919,551"
2015,6,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"25,948,882","15,264,048"
2015,6,Importer,D4,Biodiesel (EV 1.5),"24,950,696","16,633,771"
2015,6,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"22,738,802","13,375,766"
2015,6,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"800,273","500,170"
2015,6,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,144,244","2,144,244"
2015,6,Domestic,D5,Naphtha (EV 1.5),"1,680,246","1,120,164"
2015,6,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"924,880","544,047"
2015,6,Domestic,D5,Renewable Heating Oil (EV 1.6),"38,991","24,369"
2015,6,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,238,305,509","1,238,305,509"
2015,6,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"21,260,020","12,505,894"
2015,6,Importer,D6,Biodiesel (EV 1.5),"13,317,213","8,878,139"
2015,6,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"336,088","336,088"
2015,7,Domestic,D3,Renewable Compressed Natural Gas,"6,003,478","6,003,478"
2015,7,Domestic,D3,Renewable Liquefied Natural Gas,"3,208,297","3,208,297"
2015,7,Importer,D3,Renewable Compressed Natural Gas,"1,779,411","1,779,411"
2015,7,Importer,D3,Renewable Liquefied Natural Gas,"1,682,699","1,682,699"
2015,7,Domestic,D3,Cellulosic Ethanol (EV 1.0),"347,991","347,991"
2015,7,Domestic,D4,Biodiesel (EV 1.5),"193,761,954","129,173,039"
2015,7,Importer,D4,Biodiesel (EV 1.5),"55,588,656","37,059,083"
2015,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"24,769,333","14,570,194"
2015,7,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"19,546,781","11,498,106"
2015,7,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"759,797","474,873"
2015,7,Domestic,D5,Naphtha (EV 1.5),"2,295,854","1,530,569"
2015,7,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,197,184","2,197,184"
2015,7,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"809,509","476,182"
2015,7,Domestic,D5,Renewable Heating Oil (EV 1.6),"65,292","40,808"
2015,7,Domestic,D5,Renewable Compressed Natural Gas,"1,868","1,868"
2015,7,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,226,889,119","1,226,889,119"
2015,7,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"31,975,870","18,809,335"
2015,7,Importer,D6,Biodiesel (EV 1.5),"20,025,067","13,350,043"
2015,7,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"324,022","324,022"
2015,8,Domestic,D3,Renewable Compressed Natural Gas,"6,218,267","6,218,267"
2015,8,Domestic,D3,Renewable Liquefied Natural Gas,"3,516,393","3,516,393"
2015,8,Importer,D3,Renewable Compressed Natural Gas,"1,925,457","1,925,457"
2015,8,Importer,D3,Renewable Liquefied Natural Gas,"1,825,794","1,825,794"
2015,8,Domestic,D3,Cellulosic Ethanol (EV 1.0),"327,294","327,294"
2015,8,Domestic,D4,Biodiesel (EV 1.5),"188,403,778","125,600,893"
2015,8,Importer,D4,Biodiesel (EV 1.5),"46,012,184","30,674,729"
2015,8,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"25,140,042","14,788,260"
2015,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"24,347,653","14,322,147"
2015,8,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"533,160","333,225"
2015,8,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"15,377,300","15,377,300"
2015,8,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,370,536","2,370,536"
2015,8,Domestic,D5,Naphtha (EV 1.5),"2,278,425","1,518,950"
2015,8,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"756,561","445,036"
2015,8,Domestic,D5,Renewable Heating Oil (EV 1.6),"38,424","24,015"
2015,8,Domestic,D5,Renewable Compressed Natural Gas,"1,429","1,429"
2015,8,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,207,198,849","1,207,198,849"
2015,8,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"25,820,890","15,188,759"
2015,8,Importer,D6,Biodiesel (EV 1.5),"25,471,314","16,980,873"
2015,8,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"1,098,601","1,098,601"
2015,8,Domestic,D6,Biodiesel (EV 1.5),"14,662","9,774"
2015,8,Importer,D7,Cellulosic Heating Oil (EV application required),"53,303","53,303"
2015,9,Domestic,D3,Renewable Compressed Natural Gas,"5,753,012","5,753,012"
2015,9,Domestic,D3,Renewable Liquefied Natural Gas,"2,922,363","2,922,363"
2015,9,Importer,D3,Renewable Compressed Natural Gas,"1,936,997","1,936,997"
2015,9,Importer,D3,Renewable Liquefied Natural Gas,"1,726,254","1,726,254"
2015,9,Domestic,D4,Biodiesel (EV 1.5),"176,746,378","117,829,158"
2015,9,Importer,D4,Biodiesel (EV 1.5),"32,757,650","21,838,343"
2015,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"22,336,963","13,139,388"
2015,9,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"14,496,610","8,527,417"
2015,9,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"538,426","336,516"
2015,9,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"19,853,081","19,853,081"
2015,9,Domestic,D5,Naphtha (EV 1.5),"2,081,355","1,387,570"
2015,9,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,033,261","2,033,261"
2015,9,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"629,597","370,351"
2015,9,Domestic,D5,Renewable Heating Oil (EV 1.6),"43,099","26,937"
2015,9,Domestic,D5,Renewable Compressed Natural Gas,39,39
2015,9,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,179,680,490","1,179,680,490"
2015,9,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"32,780,571","19,282,688"
2015,9,Importer,D6,Biodiesel (EV 1.5),"4,728,220","3,152,145"
2015,9,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"966,470","966,470"
2015,10,Domestic,D3,Renewable Compressed Natural Gas,"5,385,020","5,385,020"
2015,10,Domestic,D3,Renewable Liquefied Natural Gas,"3,671,018","3,671,018"
2015,10,Importer,D3,Renewable Liquefied Natural Gas,"1,405,102","1,405,102"
2015,10,Importer,D3,Renewable Compressed Natural Gas,"1,347,687","1,347,687"
2015,10,Domestic,D3,Cellulosic Ethanol (EV 1.0),"229,173","229,173"
2015,10,Domestic,D4,Biodiesel (EV 1.5),"157,531,358","105,019,500"
2015,10,Importer,D4,Biodiesel (EV 1.5),"62,692,437","41,794,902"
2015,10,Domestic,D4,Non-ester Renewable Diesel (EV 1.7),"22,083,546","12,990,321"
2015,10,Foreign Generation,D4,Non-ester Renewable Diesel (EV 1.7),"15,055,052","8,855,912"
2015,10,Domestic,D4,Non-ester Renewable Diesel (EV 1.6),"75,410","47,132"
2015,10,Importer,D5,Non-cellulosic Ethanol (EV 1.0),"7,506,431","7,506,431"
2015,10,Domestic,D5,Non-cellulosic Ethanol (EV 1.0),"2,183,363","2,183,363"
2015,10,Domestic,D5,Naphtha (EV 1.5),"1,927,553","1,285,035"
2015,10,Domestic,D5,Non-ester Renewable Diesel (EV 1.7),"640,336","376,668"
2015,10,Domestic,D5,Renewable Heating Oil (EV 1.6),"73,512","45,945"
2015,10,Domestic,D6,Non-cellulosic Ethanol (EV 1.0),"1,218,627,935","1,218,627,935"
2015,10,Foreign Generation,D6,Non-ester Renewable Diesel (EV 1.7),"35,178,094","20,692,996"
2015,10,Importer,D6,Biodiesel (EV 1.5),"10,821,952","7,214,633"
2015,10,Importer,D6,Non-cellulosic Ethanol (EV 1.0),"1,033,369","1,033,369"
2015,10,Domestic,D6,Biodiesel (EV 1.5),"17,125","11,416"
2015,11,Domestic,D3,Renewable Compressed Natural Gas,"5,690,045","5,690,045"
2015,11,Domestic,D3,Renewable Liquefied Natural Gas,"3,459,432","3,459,432"
2015,11,Importer,D3,Renewable Liquefied Natural Gas,"1,607,019","1,607,019"
2015,11,Importer,D3,Renewable Compressed Natural Gas,"1,444,698","1,444,698"
